,EP_UNEMP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_NOVEH,EP_NOINT,RPL_THEME3,treatment,outcome
242,4.9,15.6,26.5,5.7,15.1,25.5,95.9,11.3,2.4,8.0,0.9086,True,32.35072008953971
243,5.1,11.4,28.9,13.4,7.6,5.3,32.0,1.1,0.0,8.4,0.2298,True,31.415848288820023
244,6.3,14.7,31.3,13.1,6.2,1.4,72.6,2.0,0.0,17.2,0.6428,True,21.960042441987937
245,1.2,11.4,8.4,5.0,0.0,0.7,28.2,50.1,2.0,3.7,0.1904,False,-5.542192369314948
246,4.0,9.5,26.0,14.5,6.8,4.1,69.0,43.0,0.0,3.0,0.6103,True,17.311362083781223
247,10.3,13.9,25.2,7.6,7.0,0.7,33.6,5.6,2.6,7.5,0.2463,False,11.019100491699955
248,5.9,9.5,30.2,12.1,12.5,29.2,86.1,18.4,12.2,16.3,0.7745,True,41.77464296800785
249,5.8,7.1,25.9,4.2,7.5,9.3,71.5,0.0,0.2,0.6,0.6335,True,23.051693276164425
250,7.9,11.0,28.8,18.7,6.7,9.6,90.3,21.5,25.9,47.0,0.8246,True,50.49036889691675
251,17.6,11.3,22.0,8.7,2.6,3.1,52.3,0.0,0.0,1.2,0.4522,False,9.865247783980513
252,3.0,12.5,24.9,13.6,4.2,1.2,57.4,7.2,1.8,4.8,0.5037,False,13.094717643824554
253,2.2,6.8,22.5,9.8,9.2,4.1,68.4,40.8,10.7,18.7,0.605,False,27.654135865211178
254,11.3,13.2,19.7,11.8,5.9,1.8,56.4,23.6,6.6,2.1,0.4947,False,17.67100576231082
255,1.1,11.4,33.3,8.1,7.0,3.1,87.9,12.6,0.0,0.0,0.796,False,16.149854611999075
256,10.0,7.7,32.4,7.4,15.3,19.5,89.7,5.7,3.0,14.3,0.817,True,38.649788705732114
257,7.8,12.4,33.2,10.9,12.6,24.8,88.5,0.0,2.4,56.9,0.8036,True,37.51240697178432
258,9.1,18.4,28.1,23.3,8.8,28.6,99.6,6.2,14.7,36.7,0.9839,True,61.54106710836283
259,3.4,16.6,15.2,19.0,3.4,11.9,40.1,0.0,1.3,15.4,0.3249,True,30.915732958664535
260,6.9,6.0,34.1,6.3,5.0,5.0,64.0,4.9,1.8,2.6,0.5653,False,17.16042775236086
261,7.1,1.7,33.0,7.7,33.7,4.4,97.1,54.7,7.2,15.0,0.9325,False,45.546582936351584
262,2.7,12.6,23.8,12.5,1.3,10.7,88.5,0.0,8.4,16.3,0.8036,True,28.48845119198097
263,4.1,11.6,22.5,9.5,12.5,4.2,39.1,47.2,1.7,11.2,0.3102,False,29.189637162333
264,8.8,9.5,10.8,18.2,5.2,2.7,54.0,0.0,6.8,15.1,0.4676,True,34.67937554701222
265,5.5,9.8,30.9,7.3,0.0,0.7,12.7,0.0,0.0,0.0,0.0419,False,2.3812278456272216
266,4.3,14.3,25.0,18.1,4.5,2.0,23.6,6.9,6.1,17.6,0.1397,True,23.62037354960553
267,5.9,15.4,19.0,10.7,0.8,0.4,36.8,0.0,0.7,5.8,0.2829,False,13.4442368754719
268,0.7,22.7,18.1,30.5,4.5,18.9,92.5,0.0,7.2,30.7,0.8566,True,39.83306490678488
269,2.4,17.5,24.0,18.2,3.5,2.3,14.0,0.2,3.5,14.9,0.0517,True,36.303089340478024
270,3.3,24.2,21.0,19.2,8.6,3.9,19.8,6.3,12.9,20.5,0.1009,True,19.228073760333302
271,12.1,13.5,23.1,12.7,19.8,4.8,72.3,10.1,4.6,18.7,0.6402,True,31.129582210444138
272,2.9,27.4,15.7,17.6,4.8,1.0,34.1,18.4,0.0,5.0,0.2519,False,12.246689081941422
273,2.9,3.6,36.5,4.7,22.5,55.3,93.8,52.1,18.1,51.1,0.8763,True,69.47078173023654
274,6.7,5.3,27.2,13.6,6.5,5.3,42.6,51.2,5.3,6.0,0.3541,False,25.402727449814332
275,2.0,0.9,44.0,4.4,25.5,26.7,97.0,62.4,8.2,22.5,0.9303,True,47.589727691604146
276,2.3,15.1,22.0,10.7,5.3,0.7,22.7,1.6,0.2,2.8,0.1314,False,7.1037194226944
277,7.6,5.2,29.1,2.6,7.1,0.0,28.2,26.1,0.0,3.0,0.1904,False,17.881954142495047
278,12.2,11.4,29.3,17.6,16.1,2.3,61.8,5.5,12.7,16.7,0.5438,True,43.91588949706828
279,6.6,5.8,24.8,5.6,5.1,0.0,35.5,13.6,2.2,4.3,0.2681,False,8.42612603157097
280,9.6,13.9,23.7,10.4,8.2,22.5,81.0,24.6,3.9,7.2,0.7228,True,8.685399038379185
281,3.2,7.6,38.8,7.9,18.4,11.5,82.6,9.9,6.1,14.2,0.7373,True,41.85780969548124
282,8.7,20.9,25.9,16.6,2.9,3.5,36.9,0.0,2.4,15.1,0.2842,True,15.834092891108066
283,11.4,23.1,18.9,30.7,3.0,0.0,14.7,0.0,9.2,18.6,0.0558,True,33.07743554219568
284,3.2,12.4,24.3,11.7,15.8,16.9,96.8,18.9,18.7,15.8,0.9274,True,42.667514076820794
285,7.2,9.1,29.2,11.4,7.2,14.7,96.2,0.0,0.0,6.9,0.914,True,23.576574160473648
286,2.7,10.5,33.0,4.9,3.4,0.8,26.7,10.2,0.7,2.8,0.1726,False,10.839874404078696
287,4.4,6.9,21.1,8.7,5.5,8.5,85.8,54.9,21.8,20.5,0.771,True,42.151060653476975
288,3.7,8.3,12.9,4.0,0.0,0.4,29.6,22.7,1.1,6.0,0.2028,False,15.125695253671037
289,9.5,5.9,28.5,7.0,14.1,7.2,77.8,0.0,0.7,0.9,0.6925,True,13.453461142810893
290,10.9,2.3,40.4,14.7,23.7,2.5,88.9,37.5,38.5,23.9,0.8081,True,53.32030681332696
291,1.7,12.0,22.2,15.5,5.9,3.0,65.3,0.4,4.3,7.9,0.5787,True,12.56755220741154
292,5.0,14.6,17.9,9.7,0.0,0.0,40.6,0.0,0.0,0.5,0.3306,False,14.082701162170975
293,10.4,9.1,30.6,4.8,4.3,2.4,76.5,9.5,0.0,3.2,0.6787,False,17.068260474842614
294,9.4,33.3,15.0,15.2,7.4,1.1,12.0,0.0,3.1,21.6,0.0365,False,23.47415784740712
295,4.6,19.1,30.2,20.2,4.4,0.0,30.6,13.9,0.0,12.4,0.2117,False,16.198533768829176
296,2.2,16.8,23.4,10.6,8.7,1.7,43.7,24.6,5.7,0.7,0.3643,False,14.246424720618084
297,1.9,18.7,22.5,16.2,0.0,0.0,28.1,0.0,0.3,11.7,0.1887,False,11.006891849974323
298,6.9,13.2,29.2,13.2,6.4,3.5,47.1,1.6,3.0,3.0,0.3976,False,4.374082513501936
299,4.0,14.8,19.5,17.6,9.2,5.2,81.6,2.1,3.1,21.0,0.7277,True,34.842955583385866
300,3.5,13.7,27.5,13.4,4.2,13.1,83.5,21.2,12.9,15.8,0.7463,True,40.3981895159795
301,4.2,6.2,27.3,5.8,9.6,6.8,71.6,2.9,3.2,2.5,0.6346,False,10.771299620342386
302,10.2,3.4,47.5,7.3,21.5,0.0,78.4,0.0,0.0,4.8,0.6983,False,19.95792422070513
303,8.8,12.1,30.7,10.9,2.9,1.4,23.5,0.0,0.0,10.9,0.1383,True,5.3470787484002695
304,12.6,8.0,27.8,8.7,11.7,11.3,92.5,0.0,1.2,6.8,0.8566,True,14.549864651283723
305,9.6,10.9,25.5,20.7,7.7,15.7,92.7,12.9,3.2,19.6,0.8608,True,28.018721465547056
306,6.7,19.0,15.1,16.3,5.4,3.4,47.3,12.7,3.8,8.1,0.4003,False,16.563280529244622
307,1.2,17.8,22.1,21.4,9.8,21.2,96.9,3.8,15.6,16.7,0.9284,True,33.63216989744413
308,2.5,19.4,24.8,13.2,1.7,0.4,22.8,5.7,6.7,2.7,0.1327,False,14.329685072850875
309,3.4,19.4,19.1,13.4,12.8,1.5,32.3,14.8,0.7,3.5,0.2336,False,6.154231708694792
310,5.6,28.7,15.2,16.6,3.8,0.1,8.7,0.0,0.8,10.6,0.018,False,10.456186774614771
311,1.8,13.5,32.1,14.5,5.1,12.8,64.9,13.4,11.1,15.5,0.5752,True,49.90866838881091
312,13.4,60.9,7.7,32.4,5.5,0.0,12.0,0.0,6.9,17.4,0.0365,False,16.631990521401576
313,0.0,36.0,18.1,14.1,3.9,0.0,20.2,0.0,9.3,8.7,0.1056,False,15.650353703920423
314,5.1,9.2,31.5,10.3,6.8,4.3,54.5,16.0,0.0,6.4,0.4733,False,18.036396951520658
315,3.8,27.1,22.7,23.2,9.9,1.2,12.1,0.5,0.6,13.6,0.0374,False,7.565456907460433
316,2.2,3.8,36.8,6.5,14.3,0.7,33.0,0.0,2.5,0.0,0.2404,False,4.711301032855415
317,4.8,15.4,19.5,19.3,11.3,5.5,91.3,0.0,5.3,21.6,0.8378,True,37.19289901850831
318,5.2,6.5,19.5,11.4,8.1,1.1,42.0,44.7,4.7,3.5,0.3477,False,21.59874812283688
319,6.6,17.7,21.2,10.9,10.8,0.4,16.7,2.3,4.1,22.1,0.0705,True,66.90722125860695
320,2.8,2.6,23.7,5.4,2.7,7.5,83.9,41.0,0.0,3.4,0.7504,True,9.829805069876487
321,6.0,16.9,24.7,19.5,17.7,3.1,79.4,40.1,12.3,22.4,0.7079,False,52.06526191070979
322,8.9,4.2,39.1,3.0,14.2,26.4,98.1,75.3,10.7,15.0,0.952,True,39.41534298032498
323,0.8,19.6,26.3,12.2,2.3,1.0,18.9,17.8,13.0,5.1,0.094,False,16.249847970899893
324,4.3,13.2,12.1,4.2,0.0,0.0,25.7,20.4,5.8,11.3,0.1625,False,16.180282525348616
325,8.1,16.7,29.1,12.1,10.1,8.3,84.9,4.1,6.7,34.8,0.7629,True,40.391782375317824
326,5.4,11.0,31.9,12.3,6.4,11.9,40.8,2.0,2.7,15.1,0.3329,True,33.647279485074264
327,7.4,11.3,29.3,13.6,10.5,5.8,92.5,1.4,31.0,36.8,0.8566,True,49.63193196826624
328,10.0,23.2,28.5,18.6,13.2,0.3,16.2,0.0,4.0,21.7,0.0678,False,25.58328201261147
329,5.8,28.8,18.4,19.6,0.0,0.0,18.8,4.8,0.0,0.0,0.0923,False,7.649593298600331
330,10.2,21.7,21.4,24.0,12.6,1.3,68.1,5.0,6.9,20.0,0.6029,True,45.372919038612416
331,0.0,20.1,21.5,15.6,3.2,0.8,4.7,1.0,6.8,12.0,0.0053,False,5.286801369028785
332,3.3,20.6,20.0,12.7,0.0,2.1,22.0,0.0,0.0,3.6,0.1238,False,8.805034781751944
333,2.5,8.5,14.1,15.1,4.0,6.6,49.3,6.8,5.4,15.6,0.4214,True,31.622425814677012
334,2.3,10.3,23.6,5.0,2.0,9.0,57.2,6.2,1.4,0.0,0.5015,True,0.2707942400714689
335,12.2,9.5,39.3,21.5,12.3,23.9,99.7,0.0,9.3,16.6,0.9857,True,68.4988007863934
336,8.6,6.9,31.3,5.9,6.3,1.7,35.9,0.0,0.0,0.9,0.2723,False,10.157085690714062
337,6.4,10.5,32.1,9.9,7.5,2.1,16.0,0.0,0.8,17.3,0.0664,False,13.864837623465558
338,2.8,8.1,26.9,10.7,9.6,7.2,72.6,0.0,0.0,2.2,0.6428,True,13.250722101333896
339,2.2,8.4,27.5,4.9,13.4,0.1,65.2,29.3,0.0,4.3,0.578,False,14.249012344629302
340,3.3,6.6,32.2,3.1,3.7,2.6,29.3,3.6,2.5,1.3,0.1999,False,9.70328632506514
341,3.3,9.4,31.8,7.1,11.0,19.1,79.5,19.0,5.0,25.3,0.7093,True,44.44185481989601
342,9.1,26.6,23.1,15.3,5.2,2.0,32.8,2.4,3.7,21.8,0.2382,False,24.2068460470372
343,7.9,10.9,27.2,9.4,10.1,1.4,31.2,0.0,0.0,0.0,0.219,False,26.14181086287572
344,13.5,6.6,15.9,10.0,4.4,3.2,49.6,3.6,9.2,11.0,0.4233,True,39.38078152978251
345,6.7,14.0,28.2,17.1,14.3,6.0,54.6,1.4,2.6,12.2,0.474,True,28.19868553531472
346,0.0,18.8,26.2,10.2,11.3,10.6,46.2,4.8,5.5,13.1,0.389,True,42.53664076446867
347,8.7,3.2,13.4,14.7,8.6,0.0,73.3,35.0,12.5,3.3,0.6488,False,27.145411031246613
348,1.4,13.0,28.8,11.7,15.7,0.3,63.9,9.8,1.3,1.3,0.5643,True,26.77234269586657
349,5.3,22.5,18.6,7.4,10.7,0.4,24.1,19.6,0.0,5.6,0.1453,False,1.3526182118393528
350,5.2,11.4,28.6,16.0,7.8,3.1,81.5,5.2,12.6,17.6,0.7268,True,40.367872921208225
351,5.4,9.8,34.9,11.2,15.0,16.0,92.8,1.0,3.6,27.2,0.8623,True,37.005957176600454
352,6.0,32.7,15.8,20.6,0.5,0.4,7.0,19.5,12.5,11.5,0.012,True,26.316973397008525
353,5.3,19.1,22.4,20.8,11.0,24.7,99.6,3.6,3.9,13.9,0.9839,True,46.757387289002125
354,3.2,12.4,29.0,6.0,2.7,1.3,37.8,6.6,0.0,1.1,0.2956,False,9.10474518023358
355,2.4,9.5,25.2,9.6,8.2,35.6,88.0,23.4,7.0,19.4,0.7976,True,42.56313823973
356,6.8,12.3,30.6,7.4,8.7,19.6,97.5,2.5,2.6,10.3,0.9397,True,39.391124784965506
357,4.9,0.5,38.1,7.5,6.7,1.4,44.8,2.4,0.7,0.0,0.3768,False,18.315565672388143
358,8.3,32.0,18.2,15.4,5.4,2.9,19.6,0.7,5.8,10.9,0.0996,False,14.972825005534402
359,21.2,6.3,34.5,10.1,3.6,8.0,79.1,0.5,0.5,29.0,0.704,True,60.9639998255548
360,7.9,16.4,24.5,7.1,0.0,6.2,60.7,0.0,0.0,0.7,0.5333,False,13.68709600494181
361,2.9,13.7,21.4,5.9,8.8,0.0,28.2,3.8,1.1,7.4,0.1904,False,22.9924019630935
362,1.7,21.4,19.0,3.6,8.9,5.9,27.8,11.4,1.4,0.1,0.1862,False,4.595863998895382
363,3.3,11.9,27.4,7.1,0.0,1.0,24.6,0.0,0.0,2.8,0.1519,False,-1.733954552316308
364,1.6,4.8,36.3,3.7,5.2,1.2,43.9,3.5,0.0,1.0,0.3664,False,9.317048549677382
365,4.4,16.3,25.1,16.4,6.2,2.4,34.3,0.0,3.6,17.9,0.2541,False,24.466385409082985
366,9.3,12.7,28.0,15.8,16.8,13.3,87.9,1.5,5.2,11.3,0.796,True,34.36028464176038
367,0.8,15.2,24.5,13.3,6.2,0.9,17.2,0.0,2.1,20.5,0.0768,True,5.262410285522618
368,2.0,20.7,7.6,14.8,3.5,0.0,34.7,76.1,13.3,10.6,0.2589,False,13.064734099199509
369,3.7,25.9,23.6,9.2,5.7,0.8,26.6,0.0,0.0,5.0,0.1717,False,7.5912959014077535
370,8.8,38.0,18.0,19.7,4.8,2.7,17.9,0.0,2.5,16.1,0.0843,False,2.4806740965124128
371,10.1,8.5,31.1,7.7,17.4,25.6,98.4,11.2,2.6,29.1,0.9603,True,48.88101404051825
372,5.2,12.7,20.6,20.0,20.0,17.9,83.9,17.9,11.0,25.2,0.7504,True,45.01352111016023
373,0.0,7.2,12.4,8.8,0.0,2.5,38.9,72.4,0.0,0.0,0.3077,False,4.296284312529199
374,3.8,8.5,17.8,7.6,9.7,2.7,69.5,13.0,4.4,20.3,0.6143,False,36.912079420122886
375,3.3,12.0,13.8,6.0,2.4,3.0,24.8,2.0,1.2,2.8,0.1539,False,2.6001357326745307
376,7.6,27.0,18.9,18.8,1.9,7.2,36.7,4.1,1.8,10.5,0.2815,True,25.462793231349515
377,5.1,9.4,32.4,5.7,1.4,0.7,49.8,9.6,0.5,1.1,0.4254,False,4.8259737039460635
378,1.0,21.0,24.4,9.3,1.0,0.6,13.2,4.4,2.0,3.5,0.0459,False,11.377759634743338
379,0.0,10.8,21.8,9.7,8.0,16.9,96.0,26.6,0.0,16.6,0.9103,True,22.496930585077266
380,2.3,10.0,36.7,9.8,27.7,0.2,30.8,7.7,1.3,12.4,0.2141,False,20.789108149186696
381,5.9,14.4,31.2,17.2,11.3,3.0,81.3,0.0,2.7,17.6,0.7247,True,38.81208386571672
382,3.6,3.6,22.2,6.5,6.9,3.1,55.3,35.6,4.4,7.5,0.4823,False,28.62994336540701
383,4.7,10.5,22.8,10.4,5.2,2.5,54.8,6.9,2.3,11.2,0.4766,False,16.55382332243845
384,7.1,16.0,25.8,16.9,11.7,11.3,95.8,5.0,9.5,16.9,0.9065,True,56.79194447411112
385,10.8,9.0,28.4,6.2,8.6,25.1,93.3,17.1,4.7,8.9,0.8687,True,45.82399717706068
386,4.4,5.0,32.7,3.8,3.3,1.4,47.8,6.5,0.5,0.0,0.4052,False,0.9512305145060064
387,0.6,16.4,17.0,11.5,9.1,4.1,42.6,55.7,9.5,28.2,0.3541,True,35.761492973694324
388,3.0,2.3,16.0,6.3,9.3,3.4,87.9,64.6,3.1,1.0,0.796,False,17.45839123227997
389,0.0,17.9,26.0,3.0,4.5,0.1,19.5,3.2,0.0,0.0,0.0989,False,19.42521462737953
390,2.2,32.4,13.7,10.5,0.0,4.3,17.1,2.3,0.0,12.3,0.0755,False,20.631597769845392
391,3.1,3.9,24.0,11.5,13.3,2.0,73.2,72.7,7.2,4.6,0.6478,False,40.19008689686223
392,8.9,7.6,41.7,12.1,1.2,7.2,85.3,7.2,2.5,7.0,0.7656,True,48.620685905123715
393,5.9,17.3,23.7,12.4,5.2,10.0,76.9,2.9,5.2,19.0,0.6837,True,33.60297986782506
394,4.7,0.9,16.9,2.0,4.5,21.3,79.9,88.9,1.3,5.2,0.7131,True,24.633531676461654
395,16.2,9.2,26.3,17.9,12.8,6.2,69.2,35.0,22.9,36.3,0.6124,True,53.540447591250725
396,3.7,12.2,24.9,11.1,4.6,0.6,21.3,0.0,1.8,12.4,0.1176,False,8.931277841474031
397,3.0,10.8,24.5,7.6,4.8,2.3,31.1,0.0,1.3,2.0,0.2177,False,-2.005648412661266
398,7.8,7.9,29.7,7.9,6.4,0.1,27.8,0.1,1.8,2.4,0.1862,False,7.68387647307739
399,0.0,0.8,32.6,2.4,17.2,11.0,94.3,0.0,14.0,6.9,0.8833,False,14.625343067057896
400,1.5,24.3,20.5,12.4,4.2,1.4,44.5,59.7,9.5,6.3,0.3728,False,12.365212640105945
401,7.6,4.6,32.0,11.7,13.9,9.9,97.2,3.8,3.4,8.1,0.9336,True,37.40636022446059
402,5.5,3.6,23.7,19.1,7.7,27.5,88.7,65.8,16.6,12.6,0.8055,True,35.321675160997245
403,7.3,18.1,20.6,15.2,3.6,2.7,24.7,0.0,0.0,16.5,0.153,False,10.988502774699564
404,6.1,10.0,11.5,22.9,14.8,3.3,77.8,4.6,23.7,57.4,0.6925,True,46.87173537235424
405,2.7,9.3,14.3,7.4,1.8,1.2,59.5,48.9,2.2,8.0,0.5219,False,13.913627420183266
406,2.5,10.3,33.6,5.3,12.9,0.0,34.1,0.0,10.0,0.0,0.2519,False,-3.1382541760552165
407,7.9,30.2,16.2,16.4,4.8,3.2,32.9,7.7,7.6,14.6,0.2395,True,-81.423862800806
408,3.1,14.5,24.4,9.7,12.8,3.0,38.4,31.7,9.7,6.9,0.302,False,22.428218934605404
409,3.6,11.6,19.4,8.0,0.0,2.2,22.0,0.0,0.0,0.0,0.1238,False,5.834023455811037
410,1.1,12.3,26.6,18.8,11.8,9.0,99.6,17.2,5.7,23.0,0.9839,True,39.770947405983186
411,8.7,7.4,21.5,7.3,6.7,8.0,92.1,1.6,3.6,8.8,0.8497,True,28.58579776398996
412,6.6,13.4,31.6,11.8,9.5,1.2,15.6,2.1,5.1,6.4,0.0628,True,31.184254904696207
413,15.5,12.8,35.0,13.0,31.5,5.7,98.0,1.6,19.1,20.2,0.9493,True,41.20044441230621
414,0.0,0.0,7.1,6.6,0.0,0.0,52.3,0.0,0.0,2.0,0.4522,False,-1.1019528899814146
415,2.9,21.3,23.4,12.2,10.4,1.9,32.8,9.8,8.2,6.7,0.2382,False,30.009629073201964
416,5.6,13.9,33.6,6.9,2.8,4.8,40.3,0.0,0.0,0.6,0.3278,False,14.392996651178905
417,4.7,12.5,24.2,6.0,5.9,0.4,18.1,0.0,0.0,0.0,0.0857,False,12.082524920989943
418,5.9,5.2,39.4,6.8,12.3,26.7,91.5,57.3,13.5,12.7,0.84,True,53.38217547670449
419,4.2,25.1,25.9,12.5,4.7,1.9,11.0,3.9,2.4,1.6,0.0298,False,15.246474418936284
420,2.2,32.3,24.3,27.5,8.7,25.6,94.5,7.5,19.5,52.4,0.8855,True,41.965401055674015
421,4.3,10.3,31.2,10.1,8.2,24.4,86.2,36.4,6.8,17.1,0.7758,True,39.37714585114685
422,1.7,8.3,31.3,11.5,11.3,10.5,84.7,1.6,1.2,16.2,0.7608,True,53.407142522657395
423,2.6,43.0,3.8,26.3,0.0,0.6,44.4,4.4,5.5,22.2,0.3711,False,14.386050791307362
424,5.1,7.5,20.1,9.0,2.0,0.0,52.0,20.9,7.8,9.2,0.4496,False,22.605561085918993
425,5.0,17.9,28.8,14.6,14.6,7.4,92.1,3.4,2.3,34.9,0.8497,True,29.149616811100643
426,2.4,8.9,28.8,21.5,20.2,20.0,96.6,0.7,3.5,9.8,0.9241,True,44.71723309040054
427,2.5,13.4,23.4,7.6,2.2,2.4,51.5,6.5,0.0,0.0,0.4439,False,1.5102037267196708
428,10.5,3.2,35.2,12.8,11.5,19.6,98.9,0.0,1.3,8.5,0.9705,True,43.244151940755465
429,10.2,16.2,19.2,22.3,6.2,2.2,39.4,2.1,6.8,11.6,0.3156,True,25.20427706855805
430,8.6,26.9,20.4,25.1,4.2,2.4,34.8,0.3,3.5,13.4,0.2605,True,24.74610314002461
431,6.0,15.7,34.9,13.9,0.4,0.3,31.2,16.7,7.0,4.0,0.219,False,-5.115555859305736
432,6.3,11.8,24.9,20.7,10.6,1.8,46.0,3.4,1.1,9.1,0.3871,False,14.353980558402084
433,0.0,9.3,36.3,14.9,29.7,19.2,96.8,0.0,10.8,34.2,0.9274,True,69.58743379983693
434,3.8,18.6,26.7,12.9,9.4,0.7,34.8,0.9,10.7,14.7,0.2605,True,25.571746874262097
435,3.8,12.9,16.6,4.4,0.7,2.7,26.2,18.8,2.6,4.2,0.1675,False,9.096185757199382
436,10.7,14.9,28.3,30.3,11.2,0.4,40.1,7.9,6.9,11.5,0.3249,False,32.260535768803585
437,4.5,13.8,28.5,10.5,7.6,0.4,53.3,0.0,2.2,8.9,0.4614,False,12.683626402210509
438,10.2,9.6,18.8,16.8,5.0,8.4,38.3,0.0,0.0,12.1,0.3007,True,19.839190703625313
439,7.8,7.1,31.9,15.7,16.1,10.5,95.8,5.3,16.0,21.0,0.9065,True,47.919607332231976
440,5.8,11.0,33.9,12.0,12.4,7.6,100.0,2.1,7.8,24.1,0.9892,True,39.79533277187885
441,7.0,8.0,6.2,5.4,4.8,0.0,21.9,9.5,13.9,9.0,0.123,True,51.783912508570296
442,1.6,17.5,1.0,10.6,0.0,0.0,58.9,48.4,19.6,9.9,0.5171,False,2.5382754362293536
443,8.4,8.0,27.5,9.9,11.1,28.1,84.6,57.5,16.6,30.8,0.7596,True,44.91168583001837
444,5.2,10.8,20.8,8.6,11.6,7.5,74.4,33.9,7.5,12.9,0.6603,True,32.14033419350346
445,7.1,12.0,26.7,7.6,11.2,3.3,44.5,0.0,2.3,9.4,0.3728,False,17.80608830210874
446,3.0,11.8,23.1,15.0,6.3,2.9,84.0,8.7,6.0,12.4,0.7519,True,22.730661573601093
447,13.0,12.7,8.3,3.1,6.2,3.4,54.9,35.1,3.1,15.3,0.4779,False,24.584545368786618
448,9.7,25.4,13.4,29.9,5.0,0.7,4.0,0.0,1.8,13.3,0.0041,True,14.9433434372324
449,1.0,13.9,27.5,11.0,3.7,0.0,10.9,1.4,1.6,2.0,0.0291,False,-2.8125544276766643
450,5.0,9.6,24.8,16.5,3.3,0.0,7.6,0.0,5.2,14.1,0.0133,False,20.37650764606918
451,8.7,17.6,31.4,17.2,14.1,18.6,83.8,29.0,10.5,28.1,0.749,True,65.89697427267552
452,10.6,13.0,23.3,9.6,8.0,25.4,100.0,0.0,4.4,50.4,0.9892,True,31.110885538135875
453,4.6,13.8,24.0,15.5,4.0,2.3,31.8,0.0,1.6,11.1,0.2272,False,10.7973127137135
454,3.1,29.9,14.6,20.4,3.0,1.7,18.7,2.0,6.6,20.3,0.0916,True,40.15432991530551
455,7.2,5.4,21.7,6.0,11.6,0.8,34.8,0.0,0.0,0.5,0.2605,False,14.939467919573396
456,2.2,19.5,21.4,15.8,2.1,2.4,30.7,6.7,12.7,8.1,0.2129,False,14.947290706005642
457,9.3,13.3,23.7,10.8,2.4,5.2,79.9,0.0,3.6,20.6,0.7131,True,21.363568204724302
458,2.8,18.8,34.9,18.8,8.2,1.4,53.4,0.0,4.7,11.7,0.4623,True,33.85024153760847
459,13.7,15.6,12.0,25.2,5.7,18.6,91.9,3.0,12.3,14.5,0.8464,True,35.433387240182476
460,6.8,19.6,24.6,14.8,10.7,1.0,47.9,1.9,1.7,25.6,0.4065,True,37.27218519171984
461,1.3,13.9,26.2,8.2,16.5,1.8,43.4,29.8,3.8,4.0,0.3601,False,20.41827509718876
462,4.3,3.6,32.5,9.6,17.6,2.7,58.1,0.0,0.0,4.0,0.5104,False,17.46993585705276
463,0.9,6.9,30.1,8.3,7.1,11.7,90.9,2.7,9.0,39.6,0.8329,True,36.56388317160147
464,4.8,4.0,35.0,6.4,13.6,2.3,43.9,0.0,0.0,1.8,0.3664,False,3.256199826633603
465,6.7,18.5,23.7,20.0,5.2,0.1,34.8,0.6,3.0,15.5,0.2605,False,23.46518678803769
466,2.0,12.5,32.9,10.0,10.1,28.3,95.1,0.0,1.4,23.7,0.8963,True,53.459748205364995
467,2.0,10.6,29.0,19.2,4.0,2.4,12.6,0.9,0.7,12.5,0.0407,False,13.259861721965793
468,9.8,3.6,26.3,6.8,14.5,14.6,93.7,58.2,2.6,10.8,0.875,True,49.70829956864559
469,1.9,8.4,29.7,13.5,13.3,14.7,81.4,5.6,5.8,21.8,0.7261,True,47.77465593908914
470,3.7,10.4,25.0,5.0,19.9,13.9,76.3,19.1,3.4,13.6,0.677,True,35.32757273961963
471,8.2,8.8,23.0,10.9,21.8,13.4,72.7,0.0,0.0,10.1,0.6437,True,16.419462650798756
472,4.6,15.0,29.0,8.7,1.3,12.2,61.9,9.9,3.1,7.2,0.5451,True,15.606167363852943
473,4.0,30.0,12.2,18.4,1.4,0.1,27.9,5.0,6.7,8.2,0.1869,False,9.760649398710704
474,0.9,15.6,29.3,7.9,5.7,3.0,37.9,0.0,1.8,5.7,0.2967,False,11.938114346740615
475,3.2,9.5,22.0,4.1,1.2,2.9,51.2,31.5,6.9,1.5,0.441,False,7.589429071980022
476,10.8,18.2,24.4,15.9,1.9,28.7,96.1,0.0,10.1,41.9,0.9118,True,51.84218635238299
477,2.6,3.8,22.9,4.8,3.4,28.4,85.8,96.0,23.0,36.9,0.771,True,43.783248871267965
478,6.1,12.8,23.7,16.2,6.0,11.1,41.5,4.6,6.6,9.0,0.3416,True,28.971759102260613
479,4.4,6.1,39.5,3.8,7.0,1.0,59.7,0.0,1.6,1.9,0.5237,False,13.33000373374827
480,7.4,31.5,12.6,23.3,1.5,0.0,1.3,1.1,8.4,19.3,0.001,False,24.270451826653463
481,5.4,26.1,23.8,20.1,5.7,0.7,58.6,0.0,0.9,16.2,0.5147,False,19.375325410487015
482,0.0,3.4,24.8,9.7,22.3,0.0,50.8,76.1,3.1,2.8,0.4366,False,47.59946477330592
483,4.0,13.5,31.5,16.9,5.7,6.5,66.1,0.0,0.8,15.7,0.5867,True,16.40362089280262
484,1.9,1.7,1.8,5.1,2.5,0.8,26.3,100.0,1.6,0.5,0.1684,False,13.975944729272433
